id,EAP,HPL,MWS
id02310,0.05012056159899805,0.020951375146775104,0.9289280632542268
id24541,0.9486290014120916,0.023674912066732803,0.027696086521175476
id00134,0.03392790669860536,0.9436608274413822,0.022411265860012373
id27757,0.7643568889474429,0.1763516470356055,0.0592914640169514
id04081,0.9223456563714898,0.03709794353109304,0.04055640009741726
id27337,0.9278728358880172,0.035435819816585584,0.036691344295397325
id24265,0.86774107276887,0.08204049541856799,0.05021843181256205
id25917,0.09242799959531016,0.17998650832131424,0.7275854920833756
id04951,0.9487980297677288,0.02276437930922929,0.02843759092304207
id14549,0.9155278299000436,0.0411442206623944,0.04332794943756192
id22505,0.11939852625892555,0.050834507954614666,0.8297669657864599
id24002,0.0195830967911688,0.9646088694695434,0.01580803373928795
id18982,0.06287922838837899,0.8737476123219303,0.06337315928969063
id15181,0.025921991656931227,0.9567030541556252,0.01737495418744354
id21888,0.8947483157321895,0.0422370767981632,0.06301460746964742
id12035,0.03545198944262288,0.01690549805427955,0.9476425125030976
id17991,0.24660244745284324,0.049448990039319636,0.703948562507837
id10707,0.946167376421549,0.024888569678927788,0.02894405389952312
id07101,0.23855018836293326,0.07677544377415868,0.6846743678629081
id00345,0.030180682419165075,0.9473040150187614,0.02251530256207343
id05912,0.9338888256008764,0.030675648992227144,0.035435525406896484
id13443,0.8888719365492994,0.05531868081221023,0.055809382638490335
id09248,0.3672496679715272,0.07666193157302807,0.5560884004554448
id17542,0.04575448674464753,0.9282642940894531,0.025981219165899398
id06995,0.046448462523028734,0.0198979549239692,0.933653582553002
id25159,0.7021195570787938,0.07492650451111628,0.2229539384100898
id25729,0.2425214978729416,0.6958979153973666,0.061580586729691786
id26949,0.9390491538403888,0.028288569758106168,0.03266227640150481
id27191,0.5504122815833193,0.06987823631124332,0.3797094821054373
id07668,0.11158239351696853,0.03692013483970569,0.8514974716433258
id02230,0.18649612614070846,0.2640277820420204,0.5494760918172713
id15553,0.9327478079618078,0.03020752403698179,0.037044668001210534
id25688,0.021027069369428296,0.9634952418299296,0.01547768880064183
id17545,0.9099115189136796,0.04164421711260101,0.0484442639737192
id13929,0.4104061842477824,0.450585507990993,0.13900830776122486
id12880,0.057200654607123175,0.9027817400052309,0.04001760538764584
id19282,0.438468100697097,0.10558504373962163,0.4559468555632815
id14690,0.03717478704585565,0.017759313584550778,0.9450658993695936
id17975,0.023218898012721992,0.9604526028106508,0.01632849917662722
id08037,0.9020335170442272,0.03674738151695653,0.06121910143881632
id15412,0.10719583615962844,0.030982011646147577,0.8618221521942239
id25032,0.5891716171319086,0.06842115739319968,0.34240722547489183
id27165,0.9354799561448806,0.02898826169858648,0.035531782156532826
id03327,0.9272658324987028,0.036349574120063885,0.03638459338123327
id18515,0.9327521333977172,0.029694606708172113,0.037553259894110784
id21003,0.05449978271578757,0.02396490045240384,0.9215353168318088
id23855,0.02398046039699472,0.9557812991724021,0.02023824043060342
id20724,0.8440053288108034,0.07669112708528111,0.0793035441039154
id13303,0.7858874560952371,0.06661589072804573,0.14749665317671712
id16521,0.044427209193479665,0.026369605256410352,0.92920318555011
id20775,0.9488772971635108,0.023104705266672597,0.02801799756981666
id13029,0.9505704888731522,0.022600459424917813,0.026829051701930024
id14660,0.7862525535052656,0.1425040979556097,0.07124334853912467
id11028,0.034457249704258223,0.016639192137043762,0.948903558158698
id14180,0.9292760937578376,0.03293291061332637,0.037790995628836095
id25860,0.946726934143396,0.023995938895740213,0.029277126960863743
id11910,0.05627804920175728,0.032462459937017366,0.9112594908612254
id08065,0.15511280494232996,0.05208193242904001,0.7928052626286299
id22674,0.04330003636737925,0.017978607324337394,0.9387213563082836
id25018,0.1438454722766177,0.03552548070933366,0.8206290470140486
id10892,0.01937143562499287,0.9657020619601928,0.01492650241481413
id10217,0.027012922307574787,0.9522701252895014,0.020716952402923785
id12996,0.13624377932399395,0.6210174897638693,0.2427387309121368
id18262,0.8659371707186153,0.056592199086086266,0.07747063019529855
id08606,0.021301960448393796,0.96167858496446,0.017019454587146234
id17233,0.8611470819162114,0.05003761296051317,0.08881530512327541
id00101,0.7960342843235301,0.06662431407070181,0.1373414016057683
id12225,0.8990230922153913,0.045539846014228516,0.05543706177038001
id01364,0.024252198678945232,0.9567635176511649,0.01898428366989014
id24973,0.7256774983910526,0.0645168126724465,0.20980568893650092
id25363,0.9143821196098534,0.026637936863866684,0.05897994352628005
id10061,0.4782872745233094,0.14357839246858256,0.37813433300810817
id17673,0.06639241138204671,0.8962696931840163,0.037337895433937014
id13249,0.762681262282766,0.0703693679958857,0.16694936972134825
id10107,0.033817926743800505,0.016245128422977047,0.9499369448332226
id04403,0.9475135879673668,0.022464351101348104,0.03002206093128517
id25728,0.933777613809155,0.028354490764445187,0.037867895426399935
id16184,0.6886007164942863,0.05607307963362615,0.25532620387208754
id03438,0.05558848759408554,0.01953643276179672,0.9248750796441176
id22923,0.02592886189092115,0.9559294017693276,0.018141736339751257
id08610,0.9389531480044052,0.028641251689382162,0.03240560030621262
id25355,0.057329914331627416,0.02424457459121391,0.9184255110771586
id16916,0.15711169058507285,0.7720471930794227,0.07084111633550444
id12793,0.03535556023474395,0.9430219825095699,0.021622457255686102
id11859,0.21607936433778827,0.05069415688731635,0.7332264787748953
id02434,0.9497512772618164,0.02267963970521425,0.02756908303296933
id27703,0.04769123703492609,0.020507401294880462,0.9318013616701932
id25212,0.021540731958193882,0.9607387597985331,0.017720508243273182
id11308,0.0637369131356576,0.036694072626638014,0.8995690142377044
id26094,0.9110578376932202,0.043719220042063314,0.04522294226471644
id22080,0.8324091841428038,0.10612316576579688,0.061467650091399276
id03545,0.916825546755538,0.04272100290893965,0.04045345033552242
id23725,0.038422820219858496,0.019353191876819647,0.942223987903322
id12009,0.91657463552903,0.04159741857887315,0.0418279458920969
id24241,0.6222604554798575,0.08959566964242842,0.2881438748777141
id03596,0.022366240570671585,0.9592301362332412,0.01840362319608737
id10749,0.020749322968889795,0.9611125865118398,0.01813809051927049
id22794,0.04850545898564351,0.02465585468545304,0.9268386863289034
id15482,0.06946916201019053,0.872739745216728,0.057791092773081434
id04833,0.8859274667076217,0.06925483482849036,0.04481769846388811
id00397,0.04084099305503429,0.01876147273640408,0.9403975342085616
id14691,0.04489464414319273,0.02218501105870665,0.9329203447981008
id05193,0.16034520619046186,0.03542650643649657,0.8042282873730415
id19541,0.9462088722621862,0.025109780665046325,0.02868134707276758
id22166,0.04218247502047315,0.017798372771048822,0.940019152208478
id20744,0.03540081756966049,0.015386150358095131,0.9492130320722444
id10392,0.032868983447379936,0.01775796270492967,0.9493730538476904
id00770,0.9382113842593671,0.029975458646307764,0.03181315709432515
id06018,0.13695157884962025,0.8072016104286516,0.055846810721728216
id15678,0.06883394700034041,0.02478893446690881,0.9063771185327508
id08305,0.9272386153796236,0.035912203263658106,0.036849181356718316
id08903,0.5800289748635108,0.08449795603458476,0.3354730691019045
id14752,0.07273389947000916,0.8914516321022257,0.03581446842776514
id12468,0.024058230922929247,0.9594715697919493,0.016470199285121497
id05085,0.2770068614930616,0.6686214896753031,0.05437164883163514
id21993,0.08501242997925751,0.025156279310838036,0.8898312907099044
id15503,0.9014602597737492,0.052965839285755635,0.04557390094049515
id03021,0.018694194035272324,0.9650275463140772,0.01627825965065075
id16123,0.9457823099820653,0.025212949339971702,0.02900474067796305
id19383,0.9375751036166976,0.029467250166092127,0.03295764621721055
id04186,0.9511905539556036,0.021315849923951937,0.027493596120444573
id17954,0.03602084035392652,0.01747112481829139,0.9465080348277822
id12030,0.16768598103504945,0.04655480772944589,0.7857592112355046
id13020,0.7204153720723662,0.21477565513902136,0.06480897278861251
id25327,0.05950040867544664,0.8358084099105633,0.10469118141399007
id16344,0.285272001467584,0.0644249895997979,0.6503030089326179
id12303,0.06538711150025267,0.8856546683130743,0.048958220186672965
id15017,0.9477752901537574,0.023276563913639414,0.0289481459326032
id22308,0.3510221134100282,0.061998893212714075,0.5869789933772577
id06536,0.039123370551213316,0.017370671724713994,0.9435059577240726
id19797,0.028421464232817325,0.9485811698307948,0.0229973659363881
id06332,0.670294271585798,0.24349922626240075,0.08620650215180126
id22941,0.3570156345054542,0.07700011497837705,0.5659842505161687
id13547,0.04610587302229016,0.02208036801197649,0.9318137589657334
id06928,0.03989679856906767,0.017151586103507362,0.9429516153274248
id12521,0.4975462310153527,0.4118709360159356,0.09058283296871183
id25716,0.9179970328984624,0.030186699762087363,0.05181626733944997
id27116,0.031234656767307,0.016393306200158386,0.9523720370325346
