id,target
250,15.009485167207455
251,9.749458099346235
252,11.399282224398828
253,12.721402488201525
254,14.240749409179918
255,15.860634399273716
256,13.076165542959933
257,6.544139240563361
258,12.705651576391915
259,17.05686224008152
260,8.840882526325855
261,15.179916359405391
262,9.897728707338686
263,14.44035414409267
264,10.942668427838406
265,6.912993500801425
266,3.467643674775009
267,6.604684597578819
268,6.755175902576214
269,14.331647364039862
270,7.001994688988296
271,13.656425501880653
272,4.036636392788071
273,3.9273755945382627
274,13.190051690120407
275,12.143906947055505
276,7.252561600041226
277,6.802650337612084
278,10.472956049936272
279,8.891632306433348
280,9.998359104925958
281,12.440476654531833
282,2.913386282870447
283,10.095146187260312
284,10.490300034193387
285,12.756172904851205
286,9.6398242279304
287,4.702876824969467
288,8.41733939502079
289,5.994231932311672
290,10.65504905878833
291,14.26582205676984
292,10.645717171516036
293,6.668825461948036
294,7.606558476310141
295,4.026022117585461
296,15.827250049506016
297,15.749851243132023
298,5.648728463104417
299,10.490590570747656
300,17.621191993891674
301,4.448600860931999
302,8.515067747240574
303,18.77438340476732
304,14.335392306674446
305,6.957653394881807
306,10.744891251698517
307,5.606043038894642
308,8.239430820913952
309,7.926736470046613
310,16.48911257627377
311,9.598574722372451
312,12.283562815724913
313,13.727379085579557
314,5.792268447812015
315,5.755626766598555
316,15.134545599611096
317,4.060017505461154
318,6.232860649791701
319,11.08900222181745
320,4.9152489459359145
321,12.216049626758025
322,11.377954217802673
323,10.559139244307183
324,7.389851121686817
325,15.873662681614206
326,8.49812782246062
327,11.327139843579477
328,10.865369350452285
329,7.084860701234018
330,10.402753192910204
331,11.218329633564126
332,15.263861759871904
333,11.216951381003852
334,11.916562988299713
335,12.022805862899526
336,13.38539394720534
337,11.112156213181288
338,10.285593982603357
339,10.741702248274517
340,13.13340724562076
341,15.35845534332259
342,4.356878044603159
343,8.453406834268893
344,4.244121198175354
345,7.992935688336301
346,9.069566546787804
347,10.622347787139923
348,15.39581390627832
349,14.058699027914187
350,10.863641092649647
351,4.13274807203407
352,4.503832478833228
353,8.514921957345106
354,6.734199167023914
355,12.842301189169438
356,5.115018248508532
357,7.391671493611878
358,14.129860253398425
359,9.815235483927212
360,14.1072108049844
361,7.949840457857794
362,10.324569396667236
363,8.729659717273
364,16.884041030377993
365,4.927373809167073
366,15.1128976795368
367,4.557859415433513
368,13.667201820881925
369,8.855774809305665
370,13.535458423021769
371,9.584616235204857
372,13.209879139485741
373,7.585500012507185
374,5.430601930670168
375,9.245584539097385
376,8.370984273659039
377,13.768491743967099
378,12.219392165416432
379,11.568626204228064
380,13.998746202924966
381,14.328628189224082
382,11.853794621269854
383,17.001439126002747
384,8.756718206622109
385,10.732641313014742
386,9.787860765381595
387,8.438430643368456
388,9.219273452314532
389,6.713736099672571
390,11.096134895475146
391,9.211471880195239
392,8.661482087826627
393,7.191067171748225
394,4.982023691609912
395,12.346367432062326
396,14.25665707189199
397,12.442056251376467
398,7.675854831436167
399,12.577435855083493
400,5.111375391852944
401,14.639487272340014
402,11.161699992282976
403,4.217109034198351
404,7.185508484877145
405,3.1131207912592322
406,12.998750532614604
407,12.914373070721311
408,9.734037920279201
409,14.943574584647953
410,13.065487224240893
411,9.204351223820932
412,6.4773898371780545
413,8.394780053848406
414,5.068800448334722
415,12.30561206110184
416,15.859504735923105
417,9.759701476019007
418,10.245195035929482
419,7.993034816787995
420,10.774465210605836
421,9.930014200258663
422,2.689550579815612
423,8.87409224471465
424,10.9563302129685
425,6.460708645826709
426,11.780306594701901
427,4.616107447487433
428,3.344073360400781
429,9.75508126989684
430,12.355983995383836
431,6.227859106993696
432,11.941946156984276
433,15.499024697501241
434,7.987912185577012
435,13.148171955892405
436,10.436773916456765
437,7.838120228315591
438,8.855965103086948
439,13.250537548380612
440,3.0569724018095874
441,5.980476396342985
442,11.918261821221801
443,3.7478747767992315
444,8.05633310565597
445,5.054038767937124
446,14.842844840247736
447,11.004997623144382
448,7.677891335793589
449,3.8542593684690503
450,5.223753006568181
451,11.45643464923927
452,13.86752939213523
453,7.675512768424309
454,12.175012750144294
455,7.657303610389316
456,6.547740697872203
457,4.9304043871827385
458,7.979770415284705
459,3.31422810914403
460,10.273302912253154
461,16.424777645744694
462,9.706281747156865
463,9.12833054259359
464,8.685384438066071
465,13.75400068438861
466,7.758812427497411
467,7.6136164285860515
468,8.840303982406342
469,12.476497487278976
470,11.881567710919105
471,7.629453868325898
472,6.351277092845431
473,12.479464893606115
474,10.20004827437077
475,15.396776138755566
476,6.925739767382337
477,9.490360949644028
478,12.058219384744179
479,7.076014925607242
480,11.008292085517578
481,6.140663959158167
482,5.376506797876997
483,7.730796172104457
484,12.699023369854604
485,2.2775534091017677
486,14.59878561521084
487,4.730347880928127
488,8.279809300663821
489,5.044645141619794
490,17.400464215024357
491,8.869434063188772
492,5.25489018177665
493,15.342393938150687
494,15.705071374567822
495,7.021984623701596
496,12.078621255388729
497,12.929061709972464
498,4.619776180662464
499,13.42034822251234
500,4.167260805833065
501,13.73857414343819
502,6.482051010678923
503,3.9267669511173002
504,6.46075225590093
505,11.311609694620746
506,6.838846528350304
507,10.798755433231106
508,4.40564835782347
509,12.772008309339041
510,7.857884287376566
511,4.240320582517642
512,10.084584214082929
513,8.155264391579593
514,5.471406308502451
515,17.851586076419387
516,5.224058746317189
517,6.317050116281937
518,11.01114322720881
519,11.1618613605997
520,15.38603810472421
521,17.113767667565533
522,5.022459063413818
523,2.938394901479177
524,10.97484903454157
525,9.825183029236493
526,12.93467084171686
527,12.623977296882721
528,2.2213688058928986
529,12.839611555178374
530,12.379455078708645
531,5.001460494877474
532,3.473810709857646
533,9.572219823657715
534,16.957179374316155
535,5.682373459712884
536,7.0803266351045595
537,11.515552326653264
538,3.6061108962785866
539,10.339521355271167
540,8.327838326234929
541,13.022453980445738
542,13.160289853344185
543,5.307522810446078
544,13.681212631919745
545,7.194124277372654
546,10.543803681450587
547,6.058768621346799
548,6.232764193730321
549,8.145875410729586
550,7.187005540183883
551,10.652266859539944
552,10.203191669660235
553,8.370668682580192
554,7.718546296582143
555,5.486234926625508
556,9.28354012826888
557,12.136941091325742
558,6.14140846264832
559,7.485353109273879
